YEAR,BY YEAR NO,BY ROUND NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,SCORE,gameID,TEAMORIGINAL,Closest Match,afterLoss_winLoss_Win_percent_x,afterLoss_winLoss_MOV_x,afterLoss_winLoss_ATS_x,afterWin_winLoss_Win_percent_x,afterWin_winLoss_MOV_x,afterWin_winLoss_ATS_x,asUnderdog_winLoss_Win_percent_x,asUnderdog_winLoss_MOV_x,asUnderdog_winLoss_ATS_x,restAdvantage_winLoss_Win_percent_x,restAdvantage_winLoss_MOV_x,restAdvantage_winLoss_ATS_x,equalRest_winLoss_Win_percent_x,equalRest_winLoss_MOV_x,equalRest_winLoss_ATS_x,away_winLoss_Win_percent_x,away_winLoss_MOV_x,away_winLoss_ATS_x,home_winLoss_Win_percent_x,home_winLoss_MOV_x,home_winLoss_ATS_x,neutralSite_winLoss_Win_percent_x,neutralSite_winLoss_MOV_x,neutralSite_winLoss_ATS_x,overallWinPercentage_Win_percent_x,overallWinPercentage_MOV_x,overallWinPercentage_ATS_x,Team Original_x,Team_x,afterLoss_winLoss_Win_percent_y,afterLoss_winLoss_MOV_y,afterLoss_winLoss_ATS_y,afterWin_winLoss_Win_percent_y,afterWin_winLoss_MOV_y,afterWin_winLoss_ATS_y,asUnderdog_winLoss_Win_percent_y,asUnderdog_winLoss_MOV_y,asUnderdog_winLoss_ATS_y,restAdvantage_winLoss_Win_percent_y,restAdvantage_winLoss_MOV_y,restAdvantage_winLoss_ATS_y,equalRest_winLoss_Win_percent_y,equalRest_winLoss_MOV_y,equalRest_winLoss_ATS_y,away_winLoss_Win_percent_y,away_winLoss_MOV_y,away_winLoss_ATS_y,home_winLoss_Win_percent_y,home_winLoss_MOV_y,home_winLoss_ATS_y,neutralSite_winLoss_Win_percent_y,neutralSite_winLoss_MOV_y,neutralSite_winLoss_ATS_y,overallWinPercentage_Win_percent_y,overallWinPercentage_MOV_y,overallWinPercentage_ATS_y,Team Original_y,TEAM_lower,Team_y,year,upperclassmen,SRS,SOS,Tm,Opp,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Year
2024,2015,0,1042,Morehead St,14,64,64,,10,Morehead St.,morehead st,48.4%,1.3,0.5,55.2%,1.2,0.2,24.4%,-9.1,0.2,62.7%,8.9,0.1,48.8%,-1.3,0.2,33.7%,-6.2,0.1,70.3%,9.0,0.0,58.6%,1.2,+1.0,51.7%,1.1,0.2,Morehead St,morehead st,48.4%,1.3,0.5,55.2%,1.2,0.2,24.4%,-9.1,0.2,62.7%,8.9,0.1,48.8%,-1.3,0.2,33.7%,-6.2,0.1,70.3%,9.0,0.0,58.6%,1.2,+1.0,51.7%,1.1,0.2,Morehead St,morehead st,morehead st,2024.0,5.0,0.51,-5.52,2635.0,2220.0,1400.0,944.0,2021.0,0.467,329.0,912.0,0.361,418.0,592.0,0.706,407.0,1372.0,526.0,206.0,160.0,413.0,553.0,2024.0
2024,2013,0,1071,Colgate,14,64,64,,11,Colgate,colgate,47.4%,-0.3,1.2,50.9%,0.9,1.3,20.6%,-8.1,1.9,52.9%,3.1,0.6,49.4%,0.0,2.1,37.3%,-4.9,1.4,64.4%,6.7,2.3,33.3%,-4.1,-3.9,49.1%,0.3,1.4,Colgate,colgate,47.4%,-0.3,1.2,50.9%,0.9,1.3,20.6%,-8.1,1.9,52.9%,3.1,0.6,49.4%,0.0,2.1,37.3%,-4.9,1.4,64.4%,6.7,2.3,33.3%,-4.1,-3.9,49.1%,0.3,1.4,Colgate,colgate,colgate,2024.0,5.0,-0.31,-5.55,2498.0,2242.0,1400.0,929.0,1979.0,0.469,272.0,757.0,0.359,368.0,540.0,0.681,286.0,1245.0,526.0,227.0,122.0,368.0,468.0,2024.0
2024,2011,0,1035,Oakland,14,64,64,,12,Oakland,oakland,49.3%,-0.5,-0.6,57.8%,2.2,0.2,27.1%,-8.1,0.3,60.7%,4.8,0.7,54.8%,1.1,0.0,39.9%,-4.5,0.5,70.6%,7.3,-1.3,48.8%,1.5,+0.8,53.5%,1.0,-0.2,Oakland,oakland,49.3%,-0.5,-0.6,57.8%,2.2,0.2,27.1%,-8.1,0.3,60.7%,4.8,0.7,54.8%,1.1,0.0,39.9%,-4.5,0.5,70.6%,7.3,-1.3,48.8%,1.5,+0.8,53.5%,1.0,-0.2,Oakland,oakland,oakland,2024.0,6.0,2.02,-1.24,2751.0,2634.0,1465.0,966.0,2166.0,0.446,318.0,895.0,0.355,501.0,667.0,0.751,383.0,1292.0,522.0,237.0,100.0,396.0,544.0,2024.0
2024,2009,0,1079,Akron,14,64,64,,13,Akron,akron,63.8%,5.8,0.4,63.1%,4.7,0.5,28.2%,-6.2,0.0,69.8%,8.6,-0.4,60.8%,3.8,0.5,44.3%,-1.2,0.0,82.3%,11.7,0.7,54.5%,1.1,0.0,63.3%,5.1,0.3,Akron,akron,63.8%,5.8,0.4,63.1%,4.7,0.5,28.2%,-6.2,0.0,69.8%,8.6,-0.4,60.8%,3.8,0.5,44.3%,-1.2,0.0,82.3%,11.7,0.7,54.5%,1.1,0.0,63.3%,5.1,0.3,Akron,akron,akron,2024.0,7.0,2.77,-2.08,2577.0,2316.0,1405.0,915.0,2018.0,0.453,280.0,863.0,0.324,467.0,642.0,0.727,363.0,1278.0,455.0,197.0,100.0,394.0,583.0,2024.0
2024,2007,0,1012,Yale,13,64,64,,14,Yale,yale,51.1%,1.3,1.1,57.5%,2.8,0.9,28.3%,-7.4,1.4,48.2%,5.0,1.1,58.2%,1.8,0.9,40.7%,-2.8,1.8,71.0%,8.4,-0.4,57.6%,2.4,+3.5,54.4%,2.2,1.1,Yale,yale,51.1%,1.3,1.1,57.5%,2.8,0.9,28.3%,-7.4,1.4,48.2%,5.0,1.1,58.2%,1.8,0.9,40.7%,-2.8,1.8,71.0%,8.4,-0.4,57.6%,2.4,+3.5,54.4%,2.2,1.1,Yale,yale,yale,2024.0,4.0,4.63,0.41,2465.0,2226.0,1340.0,919.0,1969.0,0.467,241.0,687.0,0.351,386.0,546.0,0.707,326.0,1205.0,495.0,204.0,105.0,316.0,499.0,2024.0
2024,2005,0,1070,Col Charleston,13,64,64,,15,College of Charleston,col charlestn,63.3%,4.0,0.9,67.8%,5.4,-0.4,33.6%,-4.6,1.9,67.7%,7.3,0.2,66.3%,4.7,0.1,56.4%,1.5,1.7,78.4%,9.5,-1.1,56.1%,1.2,-0.6,66.6%,5.2,0.2,Col Charlestn,col charlestn,63.3%,4.0,0.9,67.8%,5.4,-0.4,33.6%,-4.6,1.9,67.7%,7.3,0.2,66.3%,4.7,0.1,56.4%,1.5,1.7,78.4%,9.5,-1.1,56.1%,1.2,-0.6,66.6%,5.2,0.2,Col Charlestn,col charleston,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2003,0,1018,Vermont,13,64,64,,16,Vermont,vermont,64.2%,5.3,1.6,70.1%,6.9,0.7,25.6%,-7.8,-0.1,74.1%,8.5,1.8,63.8%,5.7,0.6,57.1%,1.6,0.5,81.1%,11.9,1.8,54.0%,1.4,+0.4,67.3%,6.1,1.0,Vermont,vermont,64.2%,5.3,1.6,70.1%,6.9,0.7,25.6%,-7.8,-0.1,74.1%,8.5,1.8,63.8%,5.7,0.6,57.1%,1.6,0.5,81.1%,11.9,1.8,54.0%,1.4,+0.4,67.3%,6.1,1.0,Vermont,vermont,vermont,2024.0,5.0,2.78,-3.31,2506.0,2205.0,1405.0,900.0,1980.0,0.455,300.0,878.0,0.342,406.0,567.0,0.716,268.0,1212.0,478.0,206.0,136.0,322.0,488.0,2024.0
2024,2001,0,1030,Samford,13,64,64,,17,Samford,samford,47.7%,-0.2,-0.8,52.1%,1.3,0.0,23.7%,-8.7,-0.4,59.6%,5.8,-1.7,49.0%,-0.8,-0.5,33.9%,-5.8,-0.8,67.1%,7.5,-0.1,49.3%,-0.9,-0.6,49.8%,0.5,-0.5,Samford,samford,47.7%,-0.2,-0.8,52.1%,1.3,0.0,23.7%,-8.7,-0.4,59.6%,5.8,-1.7,49.0%,-0.8,-0.5,33.9%,-5.8,-0.8,67.1%,7.5,-0.1,49.3%,-0.9,-0.6,49.8%,0.5,-0.5,Samford,samford,samford,2024.0,7.0,6.32,-3.23,3012.0,2607.0,1400.0,1054.0,2152.0,0.49,351.0,889.0,0.395,553.0,765.0,0.723,371.0,1252.0,619.0,347.0,131.0,455.0,667.0,2024.0
2024,1999,0,1020,UAB,12,64,64,,18,UAB,uab,64.3%,5.0,0.8,61.1%,4.0,0.0,34.8%,-4.8,1.4,65.0%,5.6,-0.7,61.4%,4.1,0.6,48.5%,-1.4,0.3,78.2%,11.1,0.7,45.3%,-1.6,-0.7,62.6%,4.7,0.4,UAB,uab,64.3%,5.0,0.8,61.1%,4.0,0.0,34.8%,-4.8,1.4,65.0%,5.6,-0.7,61.4%,4.1,0.6,48.5%,-1.4,0.3,78.2%,11.1,0.7,45.3%,-1.6,-0.7,62.6%,4.7,0.4,UAB,uab,uab,2024.0,6.0,5.14,3.73,2711.0,2627.0,1420.0,937.0,2085.0,0.449,215.0,658.0,0.327,622.0,834.0,0.746,451.0,1329.0,473.0,236.0,159.0,406.0,555.0,2024.0
2024,1997,0,1057,Grand Canyon,12,64,64,,19,Grand Canyon,grd canyon,63.4%,4.8,-0.7,67.0%,7.3,1.4,29.8%,-6.3,-0.1,72.2%,12.2,2.9,65.8%,4.5,0.2,46.3%,-2.0,-0.4,78.9%,12.4,1.4,57.1%,2.1,+1.9,64.7%,6.0,0.9,Grd Canyon,grd canyon,63.4%,4.8,-0.7,67.0%,7.3,1.4,29.8%,-6.3,-0.1,72.2%,12.2,2.9,65.8%,4.5,0.2,46.3%,-2.0,-0.4,78.9%,12.4,1.4,57.1%,2.1,+1.9,64.7%,6.0,0.9,Grd Canyon,grand canyon,grand canyon,2024.0,6.0,10.45,-0.52,2769.0,2346.0,1405.0,924.0,2008.0,0.46,245.0,729.0,0.336,676.0,903.0,0.749,412.0,1335.0,424.0,289.0,192.0,430.0,625.0,2024.0
2024,1995,0,1052,James Madison,12,64,64,,20,James Madison,james mad,43.0%,-1.8,-0.8,50.0%,0.1,-0.5,26.1%,-7.6,-0.3,60.3%,4.2,-0.6,44.2%,-1.9,-0.5,35.1%,-4.9,0.5,58.5%,3.6,-1.8,46.8%,-1.0,-0.2,47.0%,-0.6,-0.6,James Mad,james mad,43.0%,-1.8,-0.8,50.0%,0.1,-0.5,26.1%,-7.6,-0.3,60.3%,4.2,-0.6,44.2%,-1.9,-0.5,35.1%,-4.9,0.5,58.5%,3.6,-1.8,46.8%,-1.0,-0.2,47.0%,-0.6,-0.6,James Mad,james madison,james madison,2024.0,6.0,8.19,-3.75,2995.0,2506.0,1455.0,1073.0,2254.0,0.476,307.0,852.0,0.36,542.0,771.0,0.703,415.0,1390.0,577.0,325.0,113.0,392.0,621.0,2024.0
2024,1993,0,1046,McNeese St,12,64,64,,21,McNeese St.,mcneese st,42.0%,-1.0,-0.9,49.9%,0.8,0.2,17.5%,-10.7,0.0,56.7%,6.5,2.5,39.7%,-3.4,-0.8,26.5%,-8.3,0.8,66.2%,8.2,-1.9,37.5%,-3.1,-1.4,44.8%,-0.6,-0.4,McNeese St,mcneese st,42.0%,-1.0,-0.9,49.9%,0.8,0.2,17.5%,-10.7,0.0,56.7%,6.5,2.5,39.7%,-3.4,-0.8,26.5%,-8.3,0.8,66.2%,8.2,-1.9,37.5%,-3.1,-1.4,44.8%,-0.6,-0.4,McNeese St,mcneese st,mcneese st,2024.0,6.0,6.42,-6.81,2719.0,2116.0,1360.0,973.0,1997.0,0.487,257.0,671.0,0.383,516.0,745.0,0.693,382.0,1226.0,506.0,350.0,115.0,329.0,588.0,2024.0
2024,1991,0,1062,Duquesne,11,64,64,,22,Duquesne,duquesne,35.4%,-4.2,-1.0,49.9%,-0.1,-0.3,21.0%,-8.9,-0.2,46.7%,-0.2,-0.8,39.2%,-2.7,-0.5,26.9%,-7.4,-0.1,55.4%,2.8,-1.1,43.6%,-2.0,-0.2,42.7%,-1.8,-0.6,Duquesne,duquesne,35.4%,-4.2,-1.0,49.9%,-0.1,-0.3,21.0%,-8.9,-0.2,46.7%,-0.2,-0.8,39.2%,-2.7,-0.5,26.9%,-7.4,-0.1,55.4%,2.8,-1.1,43.6%,-2.0,-0.2,42.7%,-1.8,-0.6,Duquesne,duquesne,duquesne,2024.0,4.0,7.35,4.68,2611.0,2467.0,1480.0,921.0,2110.0,0.436,279.0,821.0,0.34,490.0,681.0,0.72,389.0,1288.0,497.0,277.0,160.0,433.0,634.0,2024.0
2024,1989,0,1039,New Mexico,11,64,64,,23,New Mexico,new mexico,53.3%,2.0,-0.8,64.7%,6.0,0.6,24.4%,-6.9,-0.3,66.7%,7.5,-0.8,59.3%,3.6,0.0,39.5%,-2.9,-0.3,79.4%,11.6,1.0,50.4%,0.2,-2.0,61.5%,5.0,0.1,New Mexico,new mexico,53.3%,2.0,-0.8,64.7%,6.0,0.6,24.4%,-6.9,-0.3,66.7%,7.5,-0.8,59.3%,3.6,0.0,39.5%,-2.9,-0.3,79.4%,11.6,1.0,50.4%,0.2,-2.0,61.5%,5.0,0.1,New Mexico,new mexico,new mexico,2024.0,3.0,15.04,5.38,2916.0,2545.0,1440.0,1067.0,2343.0,0.455,233.0,711.0,0.328,549.0,776.0,0.707,462.0,1429.0,524.0,312.0,178.0,361.0,632.0,2024.0
2024,1987,0,1037,N Carolina St,11,64,64,,24,North Carolina St.,n carolina,68.1%,8.2,1.4,73.2%,9.5,0.3,30.1%,-5.8,0.0,71.2%,9.3,0.3,71.5%,8.2,0.4,58.9%,3.0,0.0,83.3%,14.4,0.4,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,n carolina,68.1%,8.2,1.4,73.2%,9.5,0.3,30.1%,-5.8,0.0,71.2%,9.3,0.3,71.5%,8.2,0.4,58.9%,3.0,0.0,83.3%,14.4,0.4,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,n carolina st,,,,,,,,,,,,,,,,,,,,,,,,,
2024,1985,0,1034,Oregon,11,64,64,,25,Oregon,oregon,56.8%,2.9,0.1,66.6%,5.5,0.7,36.1%,-5.0,1.2,71.7%,9.2,1.3,58.0%,2.8,0.2,45.4%,-2.7,-0.3,78.3%,11.1,1.1,57.5%,1.7,+0.5,64.1%,5.1,0.5,Oregon,oregon,56.8%,2.9,0.1,66.6%,5.5,0.7,36.1%,-5.0,1.2,71.7%,9.2,1.3,58.0%,2.8,0.2,45.4%,-2.7,-0.3,78.3%,11.1,1.1,57.5%,1.7,+0.5,64.1%,5.1,0.5,Oregon,oregon,oregon,2024.0,5.0,12.22,8.91,2721.0,2602.0,1453.0,982.0,2145.0,0.458,263.0,778.0,0.338,494.0,687.0,0.719,357.0,1238.0,497.0,258.0,131.0,366.0,591.0,2024.0
2024,1983,0,1064,Drake,10,64,64,,26,Drake,drake,45.2%,-1.3,-0.2,52.5%,1.6,0.4,26.5%,-7.3,0.0,55.0%,4.3,0.1,49.3%,-0.6,0.1,29.5%,-7.0,-1.0,67.4%,7.2,1.0,47.8%,0.1,+0.9,49.9%,0.7,0.1,Drake,drake,45.2%,-1.3,-0.2,52.5%,1.6,0.4,26.5%,-7.3,0.0,55.0%,4.3,0.1,49.3%,-0.6,0.1,29.5%,-7.0,-1.0,67.4%,7.2,1.0,47.8%,0.1,+0.9,49.9%,0.7,0.1,Drake,drake,drake,2024.0,4.0,11.08,1.84,2797.0,2463.0,1435.0,992.0,2079.0,0.477,300.0,819.0,0.366,513.0,681.0,0.753,278.0,1202.0,559.0,226.0,56.0,337.0,570.0,2024.0
2024,1981,0,1040,Nevada,10,64,64,,27,Nevada,nevada,54.3%,1.8,1.4,64.4%,4.4,0.6,31.8%,-5.5,1.1,66.7%,5.9,0.6,59.5%,2.7,0.6,45.1%,-2.2,1.1,76.1%,8.9,0.7,55.7%,2.4,+0.4,61.1%,3.7,0.8,Nevada,nevada,54.3%,1.8,1.4,64.4%,4.4,0.6,31.8%,-5.5,1.1,66.7%,5.9,0.6,59.5%,2.7,0.6,45.1%,-2.2,1.1,76.1%,8.9,0.7,55.7%,2.4,+0.4,61.1%,3.7,0.8,Nevada,nevada,nevada,2024.0,6.0,12.85,4.58,2582.0,2276.0,1365.0,881.0,1860.0,0.474,227.0,625.0,0.363,593.0,824.0,0.72,302.0,1167.0,511.0,214.0,121.0,342.0,599.0,2024.0
2024,1979,0,1074,Boise St,10,64,64,,28,Boise St.,boise st,59.1%,3.8,1.0,59.8%,4.4,0.6,30.0%,-5.2,1.0,69.6%,9.2,0.4,52.9%,1.9,0.4,43.5%,-1.4,1.2,76.5%,10.6,0.4,49.5%,0.7,0.0,59.8%,4.5,0.7,Boise St,boise st,59.1%,3.8,1.0,59.8%,4.4,0.6,30.0%,-5.2,1.0,69.6%,9.2,0.4,52.9%,1.9,0.4,43.5%,-1.4,1.2,76.5%,10.6,0.4,49.5%,0.7,0.0,59.8%,4.5,0.7,Boise St,boise st,boise st,2024.0,5.0,13.31,7.35,2479.0,2221.0,1330.0,858.0,1913.0,0.449,258.0,759.0,0.34,505.0,686.0,0.736,384.0,1231.0,404.0,189.0,78.0,366.0,550.0,2024.0
