YEAR,BY YEAR NO,BY ROUND NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,SCORE,gameID,TEAMORIGINAL,Closest Match,afterLoss_winLoss_Win_percent_x,afterLoss_winLoss_MOV_x,afterLoss_winLoss_ATS_x,afterWin_winLoss_Win_percent_x,afterWin_winLoss_MOV_x,afterWin_winLoss_ATS_x,asUnderdog_winLoss_Win_percent_x,asUnderdog_winLoss_MOV_x,asUnderdog_winLoss_ATS_x,restAdvantage_winLoss_Win_percent_x,restAdvantage_winLoss_MOV_x,restAdvantage_winLoss_ATS_x,equalRest_winLoss_Win_percent_x,equalRest_winLoss_MOV_x,equalRest_winLoss_ATS_x,away_winLoss_Win_percent_x,away_winLoss_MOV_x,away_winLoss_ATS_x,home_winLoss_Win_percent_x,home_winLoss_MOV_x,home_winLoss_ATS_x,neutralSite_winLoss_Win_percent_x,neutralSite_winLoss_MOV_x,neutralSite_winLoss_ATS_x,overallWinPercentage_Win_percent_x,overallWinPercentage_MOV_x,overallWinPercentage_ATS_x,Team Original_x,Team_x,afterLoss_winLoss_Win_percent_y,afterLoss_winLoss_MOV_y,afterLoss_winLoss_ATS_y,afterWin_winLoss_Win_percent_y,afterWin_winLoss_MOV_y,afterWin_winLoss_ATS_y,asUnderdog_winLoss_Win_percent_y,asUnderdog_winLoss_MOV_y,asUnderdog_winLoss_ATS_y,restAdvantage_winLoss_Win_percent_y,restAdvantage_winLoss_MOV_y,restAdvantage_winLoss_ATS_y,equalRest_winLoss_Win_percent_y,equalRest_winLoss_MOV_y,equalRest_winLoss_ATS_y,away_winLoss_Win_percent_y,away_winLoss_MOV_y,away_winLoss_ATS_y,home_winLoss_Win_percent_y,home_winLoss_MOV_y,home_winLoss_ATS_y,neutralSite_winLoss_Win_percent_y,neutralSite_winLoss_MOV_y,neutralSite_winLoss_ATS_y,overallWinPercentage_Win_percent_y,overallWinPercentage_MOV_y,overallWinPercentage_ATS_y,Team Original_y,TEAM_lower,Team_y,year,upperclassmen,SRS,SOS,Tm,Opp,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Year
2024,2016,0,1054,Illinois,3,1,64,,10,Illinois,illinois,58.1%,3.7,0.3,66.0%,6.9,0.5,27.8%,-5.2,0.6,65.9%,8.0,1.2,64.8%,6.4,0.2,44.6%,-1.0,0.3,79.2%,12.6,1.0,59.8%,3.2,-0.4,64.3%,6.3,0.5,Illinois,illinois,58.1%,3.7,0.3,66.0%,6.9,0.5,27.8%,-5.2,0.6,65.9%,8.0,1.2,64.8%,6.4,0.2,44.6%,-1.0,0.3,79.2%,12.6,1.0,59.8%,3.2,-0.4,64.3%,6.3,0.5,Illinois,illinois,illinois,2024.0,6.0,19.56,9.54,3168.0,2787.0,1530.0,1104.0,2356.0,0.469,317.0,908.0,0.349,643.0,874.0,0.736,486.0,1554.0,506.0,166.0,143.0,401.0,576.0,2024.0
2024,2014,0,1075,Baylor,3,1,64,,11,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,baylor,2024.0,4.0,19.5,10.71,2814.0,2489.0,1430.0,967.0,2001.0,0.483,301.0,773.0,0.389,579.0,791.0,0.732,399.0,1229.0,514.0,236.0,110.0,421.0,577.0,2024.0
2024,2012,0,1050,Kentucky,3,1,64,,12,Kentucky,kentucky,72.7%,9.3,0.6,76.1%,10.0,0.4,40.0%,-2.4,2.0,76.4%,10.3,-0.2,74.7%,9.4,0.5,60.6%,3.6,1.0,88.0%,15.7,0.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,72.7%,9.3,0.6,76.1%,10.0,0.4,40.0%,-2.4,2.0,76.4%,10.3,-0.2,74.7%,9.4,0.5,60.6%,3.6,1.0,88.0%,15.7,0.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,kentucky,2024.0,2.0,16.79,7.46,2938.0,2630.0,1335.0,1055.0,2132.0,0.495,327.0,800.0,0.409,501.0,649.0,0.772,332.0,1241.0,579.0,248.0,207.0,352.0,577.0,2024.0
2024,2010,0,1066,Creighton,3,1,64,,13,Creighton,creighton,64.8%,5.5,0.8,68.5%,7.1,0.7,37.6%,-3.2,1.8,70.1%,8.1,0.3,67.2%,6.6,0.7,50.0%,0.2,0.1,83.7%,13.3,1.0,61.6%,3.9,+1.1,68.3%,7.2,0.7,Creighton,creighton,64.8%,5.5,0.8,68.5%,7.1,0.7,37.6%,-3.2,1.8,70.1%,8.1,0.3,67.2%,6.6,0.7,50.0%,0.2,0.1,83.7%,13.3,1.0,61.6%,3.9,+1.1,68.3%,7.2,0.7,Creighton,creighton,creighton,2024.0,5.0,20.07,9.53,2815.0,2446.0,1435.0,1016.0,2101.0,0.484,375.0,1018.0,0.368,408.0,518.0,0.788,294.0,1334.0,588.0,134.0,143.0,372.0,403.0,2024.0
2024,2008,0,1076,Auburn,4,1,64,,14,Auburn,auburn,49.7%,0.3,0.9,60.7%,4.9,-0.3,26.4%,-7.8,-0.4,60.7%,6.3,0.2,51.4%,0.9,-0.3,32.9%,-5.0,-0.7,73.8%,9.4,1.4,52.3%,0.5,-0.8,57.1%,3.3,0.3,Auburn,auburn,49.7%,0.3,0.9,60.7%,4.9,-0.3,26.4%,-7.8,-0.4,60.7%,6.3,0.2,51.4%,0.9,-0.3,32.9%,-5.0,-0.7,73.8%,9.4,1.4,52.3%,0.5,-0.8,57.1%,3.3,0.3,Auburn,auburn,auburn,2024.0,5.0,22.46,7.66,2909.0,2391.0,1400.0,1010.0,2121.0,0.476,280.0,795.0,0.352,609.0,812.0,0.75,393.0,1323.0,622.0,258.0,215.0,374.0,678.0,2024.0
2024,2006,0,1078,Alabama,4,1,64,,15,Alabama,alabama,61.7%,3.7,0.4,58.7%,4.3,0.1,28.2%,-5.7,0.1,64.9%,5.9,0.2,57.9%,3.2,0.2,34.0%,-4.1,-1.0,79.4%,11.3,1.3,55.1%,1.3,+0.2,60.3%,4.5,0.3,Alabama,alabama,61.7%,3.7,0.4,58.7%,4.3,0.1,28.2%,-5.7,0.1,64.9%,5.9,0.2,57.9%,3.2,0.2,34.0%,-4.1,-1.0,79.4%,11.3,1.3,55.1%,1.3,+0.2,60.3%,4.5,0.3,Alabama,alabama,alabama,2024.0,5.0,20.69,11.8,3335.0,3006.0,1490.0,1136.0,2385.0,0.476,413.0,1108.0,0.373,650.0,842.0,0.772,472.0,1467.0,587.0,256.0,162.0,438.0,734.0,2024.0
2024,2004,0,1063,Duke,4,1,64,,16,Duke,duke,78.9%,13.0,0.8,81.5%,13.5,0.3,43.3%,-1.1,2.9,82.5%,14.4,0.3,81.7%,13.4,1.0,66.3%,7.2,0.2,91.7%,20.3,1.2,80.2%,9.7,-0.3,81.5%,13.9,0.5,Duke,duke,78.9%,13.0,0.8,81.5%,13.5,0.3,43.3%,-1.1,2.9,82.5%,14.4,0.3,81.7%,13.4,1.0,66.3%,7.2,0.2,91.7%,20.3,1.2,80.2%,9.7,-0.3,81.5%,13.9,0.5,Duke,duke,duke,2024.0,2.0,20.67,8.36,2830.0,2387.0,1440.0,1004.0,2112.0,0.475,298.0,791.0,0.377,524.0,725.0,0.723,383.0,1319.0,551.0,235.0,132.0,349.0,571.0,2024.0
2024,2002,0,1051,Kansas,4,1,64,,17,Kansas,kansas,85.2%,12.5,2.3,79.6%,11.4,0.4,42.7%,-3.8,-0.2,83.7%,13.8,0.7,77.1%,9.9,0.4,65.6%,4.3,-0.3,93.3%,18.0,1.3,74.9%,9.2,+0.8,80.7%,11.8,0.7,Kansas,kansas,85.2%,12.5,2.3,79.6%,11.4,0.4,42.7%,-3.8,-0.2,83.7%,13.8,0.7,77.1%,9.9,0.4,65.6%,4.3,-0.3,93.3%,18.0,1.3,74.9%,9.2,+0.8,80.7%,11.8,0.7,Kansas,kansas,kansas,2024.0,5.0,16.35,11.32,2569.0,2376.0,1365.0,960.0,1967.0,0.488,195.0,587.0,0.332,454.0,630.0,0.721,280.0,1228.0,647.0,243.0,133.0,397.0,502.0,2024.0
2024,2000,0,1029,San Diego St,5,1,64,,18,San Diego St.,san diego st,60.1%,3.1,0.0,67.5%,6.1,0.8,29.6%,-6.6,0.2,69.4%,8.5,0.8,64.8%,4.6,0.9,47.5%,-1.4,0.2,78.8%,10.8,0.5,66.2%,4.0,+1.3,65.6%,5.4,0.5,San Diego St,san diego st,60.1%,3.1,0.0,67.5%,6.1,0.8,29.6%,-6.6,0.2,69.4%,8.5,0.8,64.8%,4.6,0.9,47.5%,-1.4,0.2,78.8%,10.8,0.5,66.2%,4.0,+1.3,65.6%,5.4,0.5,San Diego St,san diego st,san diego st,2024.0,6.0,14.68,8.37,2742.0,2467.0,1505.0,954.0,2167.0,0.44,259.0,822.0,0.315,575.0,784.0,0.733,432.0,1398.0,481.0,275.0,149.0,413.0,647.0,2024.0
2024,1998,0,1032,St Marys,5,1,64,,19,Saint Mary's,st marys,57.4%,2.5,0.1,69.0%,8.1,0.4,24.9%,-8.8,-1.3,76.0%,11.4,0.8,62.8%,4.5,0.0,52.6%,1.1,1.1,78.8%,12.3,0.3,52.4%,0.5,-2.1,65.8%,6.7,0.3,St Marys,st marys,57.4%,2.5,0.1,69.0%,8.1,0.4,24.9%,-8.8,-1.3,76.0%,11.4,0.8,62.8%,4.5,0.0,52.6%,1.1,1.1,78.8%,12.3,0.3,52.4%,0.5,-2.1,65.8%,6.7,0.3,St Marys,st marys,st marys,2024.0,5.0,16.31,3.46,2516.0,2013.0,1370.0,936.0,2007.0,0.466,258.0,733.0,0.352,386.0,571.0,0.676,448.0,1345.0,550.0,223.0,130.0,347.0,556.0,2024.0
2024,1996,0,1013,Wisconsin,5,1,64,,20,Wisconsin,wisconsin,66.0%,5.4,0.4,68.6%,7.0,0.7,38.1%,-3.2,1.7,67.2%,7.3,0.4,68.3%,6.8,0.8,50.2%,0.1,0.4,83.3%,13.1,0.9,62.1%,3.6,+0.3,68.3%,7.0,0.6,Wisconsin,wisconsin,66.0%,5.4,0.4,68.6%,7.0,0.7,38.1%,-3.2,1.7,67.2%,7.3,0.4,68.3%,6.8,0.8,50.2%,0.1,0.4,83.3%,13.1,0.9,62.1%,3.6,+0.3,68.3%,7.0,0.6,Wisconsin,wisconsin,wisconsin,2024.0,4.0,16.01,11.35,2688.0,2520.0,1455.0,952.0,2067.0,0.461,256.0,734.0,0.349,528.0,699.0,0.755,362.0,1224.0,458.0,224.0,59.0,358.0,594.0,2024.0
2024,1994,0,1059,Gonzaga,5,1,64,,21,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,gonzaga,2024.0,5.0,17.93,4.02,2959.0,2420.0,1400.0,1120.0,2162.0,0.518,243.0,674.0,0.361,476.0,660.0,0.721,379.0,1355.0,585.0,233.0,135.0,342.0,546.0,2024.0
2024,1992,0,1073,BYU,6,1,64,,22,BYU,byu,64.9%,6.0,1.5,67.1%,7.9,0.8,24.2%,-7.1,-0.9,69.7%,11.5,2.0,66.9%,6.5,1.0,48.9%,0.8,0.6,84.4%,14.0,1.9,54.5%,3.0,-0.6,66.9%,7.5,1.0,BYU,byu,64.9%,6.0,1.5,67.1%,7.9,0.8,24.2%,-7.1,-0.9,69.7%,11.5,2.0,66.9%,6.5,1.0,48.9%,0.8,0.6,84.4%,14.0,1.9,54.5%,3.0,-0.6,66.9%,7.5,1.0,BYU,byu,byu,2024.0,5.0,19.33,7.86,2768.0,2378.0,1360.0,992.0,2155.0,0.46,378.0,1087.0,0.348,406.0,547.0,0.742,405.0,1343.0,629.0,202.0,101.0,364.0,602.0,2024.0
2024,1990,0,1072,Clemson,6,1,64,,23,Clemson,clemson,49.9%,1.0,-0.3,59.4%,5.0,0.6,26.0%,-6.6,0.4,56.4%,3.8,0.8,56.2%,3.8,-0.1,34.0%,-3.9,-0.5,73.0%,9.3,0.8,51.2%,3.6,+0.4,56.8%,4.0,0.3,Clemson,clemson,49.9%,1.0,-0.3,59.4%,5.0,0.6,26.0%,-6.6,0.4,56.4%,3.8,0.8,56.2%,3.8,-0.1,34.0%,-3.9,-0.5,73.0%,9.3,0.8,51.2%,3.6,+0.4,56.8%,4.0,0.3,Clemson,clemson,clemson,2024.0,5.0,16.2,10.04,2785.0,2563.0,1450.0,991.0,2115.0,0.469,296.0,844.0,0.351,507.0,650.0,0.78,326.0,1308.0,533.0,165.0,138.0,363.0,585.0,2024.0
2024,1988,0,1021,Texas Tech,6,1,64,,24,Texas Tech,texas tech,46.2%,-1.1,-0.9,59.2%,4.7,-0.1,23.1%,-8.9,-1.3,55.7%,3.9,-0.2,52.9%,1.4,-0.8,29.3%,-7.0,-1.7,74.3%,10.1,0.7,44.2%,-0.8,-0.9,54.8%,2.8,-0.4,Texas Tech,texas tech,46.2%,-1.1,-0.9,59.2%,4.7,-0.1,23.1%,-8.9,-1.3,55.7%,3.9,-0.2,52.9%,1.4,-0.8,29.3%,-7.0,-1.7,74.3%,10.1,0.7,44.2%,-0.8,-0.9,54.8%,2.8,-0.4,Texas Tech,texas tech,texas tech,2024.0,5.0,14.96,9.28,2561.0,2368.0,1365.0,877.0,1943.0,0.451,289.0,804.0,0.359,518.0,664.0,0.78,338.0,1188.0,501.0,204.0,86.0,378.0,508.0,2024.0
2024,1986,0,1028,SCarolina,6,1,64,,25,South Carolina,s carolina,48.6%,-0.5,-0.2,54.7%,2.2,-0.5,29.3%,-7.1,0.2,53.0%,2.3,-2.1,51.9%,0.6,-0.1,33.0%,-5.6,0.2,66.7%,6.5,-1.0,52.0%,-0.3,+0.1,53.0%,1.4,-0.4,S Carolina,s carolina,48.6%,-0.5,-0.2,54.7%,2.2,-0.5,29.3%,-7.1,0.2,53.0%,2.3,-2.1,51.9%,0.6,-0.1,33.0%,-5.6,0.2,66.7%,6.5,-1.0,52.0%,-0.3,+0.1,53.0%,1.4,-0.4,S Carolina,scarolina,scarolina,2024.0,5.0,10.98,6.48,2450.0,2297.0,1370.0,865.0,1970.0,0.439,274.0,809.0,0.339,446.0,627.0,0.711,387.0,1210.0,524.0,162.0,108.0,344.0,550.0,2024.0
2024,1984,0,1015,Washington St,7,1,64,,26,Washington St.,washington,48.3%,-0.6,0.0,60.3%,3.9,0.0,27.2%,-7.7,-0.5,61.1%,4.3,-0.1,52.7%,0.7,-0.1,35.7%,-4.5,-0.3,71.8%,7.6,-0.1,48.7%,-0.1,+0.9,55.9%,2.3,0.0,Washington,washington,48.3%,-0.6,0.0,60.3%,3.9,0.0,27.2%,-7.7,-0.5,61.1%,4.3,-0.1,52.7%,0.7,-0.1,35.7%,-4.5,-0.3,71.8%,7.6,-0.1,48.7%,-0.1,+0.9,55.9%,2.3,0.0,Washington,washington st,washington st,2024.0,5.0,14.02,7.19,2574.0,2335.0,1410.0,948.0,2046.0,0.463,223.0,658.0,0.339,455.0,646.0,0.704,391.0,1317.0,435.0,181.0,172.0,383.0,582.0,2024.0
2024,1982,0,1065,Dayton,7,1,64,,27,Dayton,dayton,68.4%,5.9,1.1,63.8%,4.7,0.2,34.8%,-4.0,1.5,68.8%,6.8,1.2,66.2%,4.8,0.6,46.3%,-0.4,0.3,82.5%,10.5,0.6,54.7%,0.6,+0.9,66.2%,5.4,0.5,Dayton,dayton,68.4%,5.9,1.1,63.8%,4.7,0.2,34.8%,-4.0,1.5,68.8%,6.8,1.2,66.2%,4.8,0.6,46.3%,-0.4,0.3,82.5%,10.5,0.6,54.7%,0.6,+0.9,66.2%,5.4,0.5,Dayton,dayton,dayton,2024.0,5.0,13.45,5.73,2448.0,2193.0,1325.0,831.0,1752.0,0.474,310.0,777.0,0.399,476.0,643.0,0.74,265.0,1107.0,483.0,182.0,129.0,343.0,447.0,2024.0
2024,1980,0,1061,Florida,7,1,64,,28,Florida,florida,66.8%,7.5,0.3,68.7%,9.6,0.6,29.9%,-4.0,0.9,68.8%,10.8,0.3,66.4%,7.4,0.0,49.7%,1.4,0.0,82.5%,15.9,0.7,67.5%,6.5,+1.0,69.0%,9.4,0.5,Florida,florida,66.8%,7.5,0.3,68.7%,9.6,0.6,29.9%,-4.0,0.9,68.8%,10.8,0.3,66.4%,7.4,0.0,49.7%,1.4,0.0,82.5%,15.9,0.7,67.5%,6.5,+1.0,69.0%,9.4,0.5,Florida,florida,florida,2024.0,4.0,15.17,8.81,3080.0,2851.0,1465.0,1077.0,2351.0,0.458,280.0,812.0,0.345,646.0,903.0,0.715,527.0,1522.0,546.0,241.0,189.0,420.0,664.0,2024.0
