YEAR_x,TEAM_x,SEED_x,SCORE_x,gameID,TEAMORIGINAL_x,Closest Match_x,afterWin_winLoss_Win_percent_x_x,afterWin_winLoss_MOV_x_x,afterWin_winLoss_ATS_x_x,asUnderdog_winLoss_Win_percent_x_x,asUnderdog_winLoss_MOV_x_x,asUnderdog_winLoss_ATS_x_x,away_winLoss_Win_percent_x_x,away_winLoss_MOV_x_x,away_winLoss_ATS_x_x,neutralSite_winLoss_Win_percent_x_x,neutralSite_winLoss_MOV_x_x,neutralSite_winLoss_ATS_x_x,overallWinPercentage_Win_percent_x_x,overallWinPercentage_MOV_x_x,overallWinPercentage_ATS_x_x,Team Original_x_x,Team_x_x,afterLoss_winLoss_Win_percent_y_x,afterLoss_winLoss_MOV_y_x,afterLoss_winLoss_ATS_y_x,afterWin_winLoss_Win_percent_y_x,afterWin_winLoss_MOV_y_x,afterWin_winLoss_ATS_y_x,asUnderdog_winLoss_Win_percent_y_x,asUnderdog_winLoss_MOV_y_x,asUnderdog_winLoss_ATS_y_x,restAdvantage_winLoss_Win_percent_y_x,restAdvantage_winLoss_MOV_y_x,restAdvantage_winLoss_ATS_y_x,equalRest_winLoss_Win_percent_y_x,equalRest_winLoss_MOV_y_x,equalRest_winLoss_ATS_y_x,away_winLoss_Win_percent_y_x,away_winLoss_MOV_y_x,away_winLoss_ATS_y_x,home_winLoss_Win_percent_y_x,home_winLoss_MOV_y_x,home_winLoss_ATS_y_x,neutralSite_winLoss_Win_percent_y_x,neutralSite_winLoss_MOV_y_x,neutralSite_winLoss_ATS_y_x,overallWinPercentage_Win_percent_y_x,overallWinPercentage_MOV_y_x,overallWinPercentage_ATS_y_x,Team Original_y_x,TEAM_lower_x,Team_y_x,year_x,upperclassmen_x,SRS_x,SOS_x,Tm_x,Opp_x,MP_x,FG_x,FGA_x,FG%_x,3P_x,3PA_x,3P%_x,FT_x,FTA_x,FT%_x,ORB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,Year_x,YEAR_y,TEAM_y,SEED_y,SCORE_y,TEAMORIGINAL_y,Closest Match_y,afterWin_winLoss_Win_percent_x_y,afterWin_winLoss_MOV_x_y,afterWin_winLoss_ATS_x_y,asUnderdog_winLoss_Win_percent_x_y,asUnderdog_winLoss_MOV_x_y,asUnderdog_winLoss_ATS_x_y,away_winLoss_Win_percent_x_y,away_winLoss_MOV_x_y,away_winLoss_ATS_x_y,neutralSite_winLoss_Win_percent_x_y,neutralSite_winLoss_MOV_x_y,neutralSite_winLoss_ATS_x_y,overallWinPercentage_Win_percent_x_y,overallWinPercentage_MOV_x_y,overallWinPercentage_ATS_x_y,Team Original_x_y,Team_x_y,afterLoss_winLoss_Win_percent_y_y,afterLoss_winLoss_MOV_y_y,afterLoss_winLoss_ATS_y_y,afterWin_winLoss_Win_percent_y_y,afterWin_winLoss_MOV_y_y,afterWin_winLoss_ATS_y_y,asUnderdog_winLoss_Win_percent_y_y,asUnderdog_winLoss_MOV_y_y,asUnderdog_winLoss_ATS_y_y,restAdvantage_winLoss_Win_percent_y_y,restAdvantage_winLoss_MOV_y_y,restAdvantage_winLoss_ATS_y_y,equalRest_winLoss_Win_percent_y_y,equalRest_winLoss_MOV_y_y,equalRest_winLoss_ATS_y_y,away_winLoss_Win_percent_y_y,away_winLoss_MOV_y_y,away_winLoss_ATS_y_y,home_winLoss_Win_percent_y_y,home_winLoss_MOV_y_y,home_winLoss_ATS_y_y,neutralSite_winLoss_Win_percent_y_y,neutralSite_winLoss_MOV_y_y,neutralSite_winLoss_ATS_y_y,overallWinPercentage_Win_percent_y_y,overallWinPercentage_MOV_y_y,overallWinPercentage_ATS_y_y,Team Original_y_y,TEAM_lower_y,Team_y_y,year_y,upperclassmen_y,SRS_y,SOS_y,Tm_y,Opp_y,MP_y,FG_y,FGA_y,FG%_y,3P_y,3PA_y,3P%_y,FT_y,FTA_y,FT%_y,ORB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,Year_y,seedDiff,isUnderdog_x,isUnderdog_y
2021,Oregon St,12,61.0,258,Oregon St.,oregon st,49.2%,1.2,0.1,23.1%,-8.5,0.2,22.6%,-8.1,-0.4,41.6%,-2.6,-0.3,43.6%,-1.4,-0.4,Oregon St,oregon st,37.0%,-4.3,-0.6,49.2%,1.2,0.1,23.1%,-8.5,0.2,56.2%,4.0,-0.1,38.1%,-4.0,-0.2,22.6%,-8.1,-0.4,59.3%,3.7,-0.4,41.6%,-2.6,-0.3,43.6%,-1.4,-0.4,Oregon St,oregon st,,,,,,,,,,,,,,,,,,,,,,,,,,2021,Houston,2,67.0,Houston,houston,65.8%,6.7,1.2,25.8%,-7.7,0.6,39.8%,-3.1,0.2,61.2%,4.1,+0.6,59.9%,4.7,1.1,Houston,houston,48.5%,0.2,0.8,65.8%,6.7,1.2,25.8%,-7.7,0.6,62.2%,5.7,0.3,58.6%,3.6,1.3,39.8%,-3.1,0.2,74.7%,10.9,2.1,61.2%,4.1,+0.6,59.9%,4.7,1.1,Houston,houston,,,,,,,,,,,,,,,,,,,,,,,,,,10,False,True
2021,Gonzaga,1,93.0,259,Gonzaga,gonzaga,82.7%,13.8,1.0,40.5%,-2.7,2.1,76.1%,9.3,1.3,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,,,,,,,,,,,,,,,,,,,,,,,,,,2021,UCLA,11,90.0,UCLA,ucla,69.3%,6.8,0.7,35.8%,-5.2,0.6,51.4%,-0.3,0.6,56.7%,1.8,-1.0,66.6%,5.7,0.2,UCLA,ucla,59.8%,2.7,-0.6,69.3%,6.8,0.7,35.8%,-5.2,0.6,68.2%,7.1,-0.6,64.4%,4.2,0.2,51.4%,-0.3,0.6,79.9%,11.0,0.4,56.7%,1.8,-1.0,66.6%,5.7,0.2,UCLA,ucla,,,,,,,,,,,,,,,,,,,,,,,,,,10,True,False
2021,Baylor,1,78.0,260,Baylor,baylor,66.9%,7.3,0.8,27.8%,-7.1,0.7,38.4%,-4.8,0.0,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,,,,,,,,,,,,,,,,,,,,,,,,,,2021,Houston,2,59.0,Houston,houston,65.8%,6.7,1.2,25.8%,-7.7,0.6,39.8%,-3.1,0.2,61.2%,4.1,+0.6,59.9%,4.7,1.1,Houston,houston,48.5%,0.2,0.8,65.8%,6.7,1.2,25.8%,-7.7,0.6,62.2%,5.7,0.3,58.6%,3.6,1.3,39.8%,-3.1,0.2,74.7%,10.9,2.1,61.2%,4.1,+0.6,59.9%,4.7,1.1,Houston,houston,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,False
2021,Gonzaga,1,70.0,261,Gonzaga,gonzaga,82.7%,13.8,1.0,40.5%,-2.7,2.1,76.1%,9.3,1.3,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,,,,,,,,,,,,,,,,,,,,,,,,,,2021,Baylor,1,86.0,Baylor,baylor,66.9%,7.3,0.8,27.8%,-7.1,0.7,38.4%,-4.8,0.0,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,False
2019,Duke,1,85.0,262,Duke,duke,81.5%,13.5,0.3,43.3%,-1.1,2.9,66.3%,7.2,0.2,80.2%,9.7,-0.3,81.5%,13.9,0.5,Duke,duke,78.9%,13.0,0.8,81.5%,13.5,0.3,43.3%,-1.1,2.9,82.5%,14.4,0.3,81.7%,13.4,1.0,66.3%,7.2,0.2,91.7%,20.3,1.2,80.2%,9.7,-0.3,81.5%,13.9,0.5,Duke,duke,,,,,,,,,,,,,,,,,,,,,,,,,,2019,N Dakota St,16,62.0,North Dakota St.,n dakota st,60.1%,4.8,-0.1,26.2%,-7.4,0.3,39.1%,-2.9,0.0,64.9%,3.0,+1.7,59.5%,4.7,0.3,N Dakota St,n dakota st,62.1%,5.5,0.9,60.1%,4.8,-0.1,26.2%,-7.4,0.3,69.4%,11.1,1.7,59.2%,3.4,-0.3,39.1%,-2.9,0.0,80.5%,13.7,0.3,64.9%,3.0,+1.7,59.5%,4.7,0.3,N Dakota St,n dakota st,,,,,,,,,,,,,,,,,,,,,,,,,,15,True,False
2019,VCU,8,58.0,263,VCU,vcu,67.3%,6.1,0.8,30.3%,-4.1,0.8,53.4%,1.3,0.4,54.6%,2.9,+2.6,67.3%,5.9,0.7,VCU,vcu,65.7%,5.0,0.6,67.3%,6.1,0.8,30.3%,-4.1,0.8,69.0%,6.7,-0.6,67.0%,5.6,0.7,53.4%,1.3,0.4,81.2%,10.2,0.3,54.6%,2.9,+2.6,67.3%,5.9,0.7,VCU,vcu,,,,,,,,,,,,,,,,,,,,,,,,,,2019,UCF,9,73.0,UCF,ucf,58.0%,2.9,0.1,25.2%,-7.2,-0.1,38.3%,-3.8,-0.6,52.3%,0.8,+2.0,56.9%,2.6,0.2,UCF,ucf,53.6%,1.5,0.2,58.0%,2.9,0.1,25.2%,-7.2,-0.1,58.0%,2.8,-0.1,57.6%,2.9,0.8,38.3%,-3.8,-0.6,72.2%,7.8,0.5,52.3%,0.8,+2.0,56.9%,2.6,0.2,UCF,ucf,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,False
2019,Mississippi St,5,76.0,264,Mississippi St.,mississippi,60.3%,4.2,-0.6,27.3%,-6.4,-0.3,34.6%,-4.6,-0.5,53.3%,0.2,-2.3,57.7%,3.3,-0.6,Mississippi,mississippi,51.5%,0.7,-0.6,60.3%,4.2,-0.6,27.3%,-6.4,-0.3,58.4%,3.8,0.4,55.7%,2.4,-0.9,34.6%,-4.6,-0.5,74.6%,9.6,-0.1,53.3%,0.2,-2.3,57.7%,3.3,-0.6,Mississippi,mississippi st,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Liberty,12,80.0,Liberty,liberty,57.2%,3.8,-0.3,19.3%,-10.0,-1.2,32.4%,-5.9,-0.9,45.2%,-2.1,-0.9,51.2%,1.7,-0.6,Liberty,liberty,43.8%,-1.1,-1.0,57.2%,3.8,-0.3,19.3%,-10.0,-1.2,56.2%,6.2,-0.2,48.1%,-0.3,-0.6,32.4%,-5.9,-0.9,68.8%,9.2,-0.1,45.2%,-2.1,-0.9,51.2%,1.7,-0.6,Liberty,liberty,,,,,,,,,,,,,,,,,,,,,,,,,,7,True,False
2019,Virginia Tech,4,66.0,265,Virginia Tech,virgina tech,55.1%,3.4,0.1,25.5%,-7.5,0.2,29.9%,-6.2,-0.8,48.8%,0.3,+0.8,53.0%,2.4,0.1,VA Tech,virgina tech,47.9%,-0.1,0.1,55.1%,3.4,0.1,25.5%,-7.5,0.2,54.8%,3.1,-0.3,51.6%,1.7,0.0,29.9%,-6.2,-0.8,69.7%,8.7,0.7,48.8%,0.3,+0.8,53.0%,2.4,0.1,VA Tech,virginia tech,,,,,,,,,,,,,,,,,,,,,,,,,,2019,St Louis,13,52.0,Saint Louis,st louis,55.7%,2.3,0.4,30.2%,-6.6,0.6,33.8%,-5.6,-0.7,50.0%,0.2,+0.7,56.1%,1.8,0.1,Saint Louis,st louis,55.0%,0.4,-0.1,55.7%,2.3,0.4,30.2%,-6.6,0.6,54.7%,2.2,0.1,55.2%,1.2,-0.7,33.8%,-5.6,-0.7,72.6%,7.2,0.6,50.0%,0.2,+0.7,56.1%,1.8,0.1,Saint Louis,st louis,,,,,,,,,,,,,,,,,,,,,,,,,,9,True,False
2019,Maryland,6,79.0,266,Maryland,maryland,65.3%,7.5,0.1,32.5%,-4.9,0.6,43.2%,-1.9,0.2,56.4%,3.3,-0.3,65.6%,7.1,0.0,Maryland,maryland,64.3%,4.9,0.0,65.3%,7.5,0.1,32.5%,-4.9,0.6,67.1%,8.3,0.9,61.3%,5.3,-0.6,43.2%,-1.9,0.2,81.5%,13.4,0.0,56.4%,3.3,-0.3,65.6%,7.1,0.0,Maryland,maryland,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Belmont,11,77.0,Belmont,belmont,69.1%,7.1,0.3,31.0%,-6.5,0.5,51.5%,0.4,0.3,62.5%,3.9,-0.8,65.5%,5.7,0.6,Belmont,belmont,59.9%,3.2,1.5,69.1%,7.1,0.3,31.0%,-6.5,0.5,58.5%,5.0,0.0,71.0%,7.0,1.0,51.5%,0.4,0.3,82.3%,12.2,1.5,62.5%,3.9,-0.8,65.5%,5.7,0.6,Belmont,belmont,,,,,,,,,,,,,,,,,,,,,,,,,,5,True,False
2019,LSU,3,79.0,267,LSU,lsu,61.1%,4.6,-0.3,26.3%,-7.3,-0.5,33.3%,-5.4,-0.4,45.3%,-1.4,-2.3,57.2%,3.2,-0.5,LSU,lsu,48.4%,-0.8,-1.2,61.1%,4.6,-0.3,26.3%,-7.3,-0.5,70.1%,7.3,1.1,52.4%,1.6,-0.8,33.3%,-5.4,-0.4,75.3%,9.8,-0.1,45.3%,-1.4,-2.3,57.2%,3.2,-0.5,LSU,lsu,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Yale,14,74.0,Yale,yale,57.5%,2.8,0.9,28.3%,-7.4,1.4,40.7%,-2.8,1.8,57.6%,2.4,+3.5,54.4%,2.2,1.1,Yale,yale,51.1%,1.3,1.1,57.5%,2.8,0.9,28.3%,-7.4,1.4,48.2%,5.0,1.1,58.2%,1.8,0.9,40.7%,-2.8,1.8,71.0%,8.4,-0.4,57.6%,2.4,+3.5,54.4%,2.2,1.1,Yale,yale,,,,,,,,,,,,,,,,,,,,,,,,,,11,True,False
2019,Louisville,7,76.0,268,Louisville,louisville,67.8%,8.8,0.4,23.4%,-7.1,-0.4,47.6%,0.6,0.8,56.7%,4.5,+0.4,64.7%,7.3,0.4,Louisville,louisville,56.2%,2.9,-0.2,67.8%,8.8,0.4,23.4%,-7.1,-0.4,70.7%,9.1,0.3,61.8%,6.5,0.9,47.6%,0.6,0.8,77.5%,12.1,0.1,56.7%,4.5,+0.4,64.7%,7.3,0.4,Louisville,louisville,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Minnesota,10,86.0,Minnesota,minnesota,60.0%,4.2,-0.3,25.8%,-7.0,-0.2,25.8%,-7.0,-1.1,49.1%,-1.4,-0.9,53.5%,2.0,-0.4,Minnesota,minnesota,42.7%,-1.7,-0.7,60.0%,4.2,-0.3,25.8%,-7.0,-0.2,56.8%,3.7,0.7,53.6%,1.1,-1.3,25.8%,-7.0,-1.1,71.7%,8.4,0.2,49.1%,-1.4,-0.9,53.5%,2.0,-0.4,Minnesota,minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,3,True,False
2019,Michigan St,2,76.0,269,Michigan St.,michigan st,71.9%,8.4,0.4,35.3%,-4.2,0.7,54.0%,1.9,-0.1,63.8%,4.1,+0.1,71.7%,8.7,0.5,Michigan St,michigan st,71.5%,8.7,1.1,71.9%,8.4,0.4,35.3%,-4.2,0.7,70.4%,9.2,0.3,68.7%,6.7,-0.2,54.0%,1.9,-0.1,87.4%,15.5,1.2,63.8%,4.1,+0.1,71.7%,8.7,0.5,Michigan St,michigan st,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Bradley,15,65.0,Bradley,bradley,51.5%,1.1,0.3,25.8%,-7.3,-0.2,27.4%,-6.5,-1.1,41.1%,-2.8,-1.0,49.7%,0.5,0.3,Bradley,bradley,45.9%,-0.7,0.1,51.5%,1.1,0.3,25.8%,-7.3,-0.2,59.5%,3.9,0.7,49.5%,-0.2,0.6,27.4%,-6.5,-1.1,70.1%,7.0,1.9,41.1%,-2.8,-1.0,49.7%,0.5,0.3,Bradley,bradley,,,,,,,,,,,,,,,,,,,,,,,,,,13,True,False
2019,Gonzaga,1,87.0,270,Gonzaga,gonzaga,82.7%,13.8,1.0,40.5%,-2.7,2.1,76.1%,9.3,1.3,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Fairleigh Dickinson,16,49.0,Fairleigh Dickinson,f dickinson,48.5%,-0.3,0.8,25.3%,-8.9,0.6,31.9%,-7.2,0.6,27.3%,-6.7,+0.2,41.4%,-3.2,0.1,F Dickinson,f dickinson,37.0%,-4.7,-0.1,48.5%,-0.3,0.8,25.3%,-8.9,0.6,43.7%,-1.0,-0.9,41.9%,-3.1,1.5,31.9%,-7.2,0.6,54.3%,2.0,-0.8,27.3%,-6.7,+0.2,41.4%,-3.2,0.1,F Dickinson,fairleigh dickinson,,,,,,,,,,,,,,,,,,,,,,,,,,15,True,False
2019,Syracuse,8,69.0,271,Syracuse,syracuse,70.9%,6.9,-0.2,40.4%,-3.9,1.4,53.7%,0.0,0.4,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,62.2%,4.6,0.6,70.9%,6.9,-0.2,40.4%,-3.9,1.4,68.4%,7.4,-0.5,66.6%,5.8,0.2,53.7%,0.0,0.4,80.3%,11.6,-0.7,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Baylor,9,78.0,Baylor,baylor,66.9%,7.3,0.8,27.8%,-7.1,0.7,38.4%,-4.8,0.0,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,False
2019,Marquette,5,64.0,272,Marquette,marquette,62.5%,5.4,0.6,34.9%,-4.9,0.8,44.3%,-1.9,0.8,56.5%,1.5,+0.5,64.2%,5.5,0.4,Marquette,marquette,64.7%,4.4,0.0,62.5%,5.4,0.6,34.9%,-4.9,0.8,65.6%,6.1,0.2,65.9%,5.6,1.2,44.3%,-1.9,0.8,78.8%,11.2,0.2,56.5%,1.5,+0.5,64.2%,5.5,0.4,Marquette,marquette,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Murray St,12,83.0,Murray St.,murray st,69.3%,7.6,0.2,29.1%,-5.1,0.2,56.4%,2.3,0.5,52.9%,1.5,-1.5,69.4%,8.0,0.4,Murray St,murray st,68.4%,7.5,0.9,69.3%,7.6,0.2,29.1%,-5.1,0.2,69.2%,10.6,-0.8,70.4%,7.1,0.4,56.4%,2.3,0.5,85.4%,14.8,0.9,52.9%,1.5,-1.5,69.4%,8.0,0.4,Murray St,murray st,,,,,,,,,,,,,,,,,,,,,,,,,,7,True,False
2019,Florida St,4,76.0,273,Florida St.,florida st,58.7%,3.6,-0.4,32.7%,-6.5,0.5,37.5%,-4.8,-0.9,56.9%,1.2,-0.6,58.1%,2.9,-0.3,Florida St,florida st,55.4%,0.9,-0.3,58.7%,3.6,-0.4,32.7%,-6.5,0.5,56.8%,1.7,-0.9,60.6%,3.6,0.7,37.5%,-4.8,-0.9,72.4%,8.7,0.2,56.9%,1.2,-0.6,58.1%,2.9,-0.3,Florida St,florida st,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Vermont,13,69.0,Vermont,vermont,70.1%,6.9,0.7,25.6%,-7.8,-0.1,57.1%,1.6,0.5,54.0%,1.4,+0.4,67.3%,6.1,1.0,Vermont,vermont,64.2%,5.3,1.6,70.1%,6.9,0.7,25.6%,-7.8,-0.1,74.1%,8.5,1.8,63.8%,5.7,0.6,57.1%,1.6,0.5,81.1%,11.9,1.8,54.0%,1.4,+0.4,67.3%,6.1,1.0,Vermont,vermont,,,,,,,,,,,,,,,,,,,,,,,,,,9,True,False
2019,Buffalo,6,91.0,274,Buffalo,buffalo,56.5%,2.6,0.8,26.6%,-7.8,0.5,38.8%,-4.4,0.4,50.0%,0.3,-0.7,51.6%,0.9,0.4,Buffalo,buffalo,45.8%,-1.3,0.1,56.5%,2.6,0.8,26.6%,-7.8,0.5,55.2%,4.3,1.0,51.3%,-0.1,0.2,38.8%,-4.4,0.4,65.0%,6.4,0.6,50.0%,0.3,-0.7,51.6%,0.9,0.4,Buffalo,buffalo,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Arizona St,11,74.0,Arizona St.,arizona st,55.6%,2.9,-0.5,27.1%,-6.9,-0.1,34.4%,-5.2,-0.5,39.3%,-3.0,-1.2,52.9%,1.9,-0.4,Arizona St,arizona st,48.1%,-0.1,-0.1,55.6%,2.9,-0.5,27.1%,-6.9,-0.1,51.7%,1.3,-1.5,51.4%,1.1,0.0,34.4%,-5.2,-0.5,68.2%,7.6,-0.2,39.3%,-3.0,-1.2,52.9%,1.9,-0.4,Arizona St,arizona st,,,,,,,,,,,,,,,,,,,,,,,,,,5,True,False
2019,Texas Tech,3,72.0,275,Texas Tech,texas tech,59.2%,4.7,-0.1,23.1%,-8.9,-1.3,29.3%,-7.0,-1.7,44.2%,-0.8,-0.9,54.8%,2.8,-0.4,Texas Tech,texas tech,46.2%,-1.1,-0.9,59.2%,4.7,-0.1,23.1%,-8.9,-1.3,55.7%,3.9,-0.2,52.9%,1.4,-0.8,29.3%,-7.0,-1.7,74.3%,10.1,0.7,44.2%,-0.8,-0.9,54.8%,2.8,-0.4,Texas Tech,texas tech,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Northern Kentucky,14,57.0,Northern Kentucky,kentucky,76.1%,10.0,0.4,40.0%,-2.4,2.0,60.6%,3.6,1.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,72.7%,9.3,0.6,76.1%,10.0,0.4,40.0%,-2.4,2.0,76.4%,10.3,-0.2,74.7%,9.4,0.5,60.6%,3.6,1.0,88.0%,15.7,0.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,northern kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,11,True,False
2019,Nevada,7,61.0,276,Nevada,nevada,64.4%,4.4,0.6,31.8%,-5.5,1.1,45.1%,-2.2,1.1,55.7%,2.4,+0.4,61.1%,3.7,0.8,Nevada,nevada,54.3%,1.8,1.4,64.4%,4.4,0.6,31.8%,-5.5,1.1,66.7%,5.9,0.6,59.5%,2.7,0.6,45.1%,-2.2,1.1,76.1%,8.9,0.7,55.7%,2.4,+0.4,61.1%,3.7,0.8,Nevada,nevada,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Florida,10,70.0,Florida,florida,68.7%,9.6,0.6,29.9%,-4.0,0.9,49.7%,1.4,0.0,67.5%,6.5,+1.0,69.0%,9.4,0.5,Florida,florida,66.8%,7.5,0.3,68.7%,9.6,0.6,29.9%,-4.0,0.9,68.8%,10.8,0.3,66.4%,7.4,0.0,49.7%,1.4,0.0,82.5%,15.9,0.7,67.5%,6.5,+1.0,69.0%,9.4,0.5,Florida,florida,,,,,,,,,,,,,,,,,,,,,,,,,,3,True,False
2019,Michigan,2,74.0,277,Michigan,michigan,60.7%,4.2,0.4,30.8%,-6.2,0.6,36.1%,-5.0,-0.7,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,55.3%,2.0,0.6,60.7%,4.2,0.4,30.8%,-6.2,0.6,61.0%,4.0,-0.2,59.4%,4.1,1.2,36.1%,-5.0,-0.7,74.7%,9.6,0.4,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Montana,15,55.0,Montana,montana,61.6%,3.7,-0.5,28.3%,-7.3,-0.3,43.0%,-2.6,0.1,52.8%,-0.9,-1.8,59.2%,3.4,-0.1,Montana,montana,56.8%,3.2,0.9,61.6%,3.7,-0.5,28.3%,-7.3,-0.3,69.3%,8.4,1.6,56.3%,1.9,-0.6,43.0%,-2.6,0.1,75.7%,10.0,0.1,52.8%,-0.9,-1.8,59.2%,3.4,-0.1,Montana,montana,,,,,,,,,,,,,,,,,,,,,,,,,,13,True,False
2019,Virginia,1,71.0,278,Virginia,virginia,68.4%,6.6,-0.3,27.9%,-8.4,-1.1,43.7%,-2.6,-0.7,62.1%,3.2,-2.0,64.4%,5.3,-0.3,Virginia,virginia,54.1%,1.3,-0.6,68.4%,6.6,-0.3,27.9%,-8.4,-1.1,63.5%,5.2,0.0,64.1%,5.1,-0.5,43.7%,-2.6,-0.7,79.3%,11.3,0.6,62.1%,3.2,-2.0,64.4%,5.3,-0.3,Virginia,virginia,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Gardner Webb,16,56.0,Gardner Webb,gard-webb,52.0%,2.1,1.8,25.8%,-7.3,2.2,31.7%,-6.2,1.8,53.1%,1.4,+0.9,47.9%,0.4,1.1,Gard-Webb,gard-webb,45.9%,-0.9,-0.8,52.0%,2.1,1.8,25.8%,-7.3,2.2,52.6%,5.9,0.6,47.9%,-0.8,1.0,31.7%,-6.2,1.8,67.2%,8.4,-0.7,53.1%,1.4,+0.9,47.9%,0.4,1.1,Gard-Webb,gardner webb,,,,,,,,,,,,,,,,,,,,,,,,,,15,True,False
2019,Mississippi,8,72.0,279,Mississippi,mississippi,60.3%,4.2,-0.6,27.3%,-6.4,-0.3,34.6%,-4.6,-0.5,53.3%,0.2,-2.3,57.7%,3.3,-0.6,Mississippi,mississippi,51.5%,0.7,-0.6,60.3%,4.2,-0.6,27.3%,-6.4,-0.3,58.4%,3.8,0.4,55.7%,2.4,-0.9,34.6%,-4.6,-0.5,74.6%,9.6,-0.1,53.3%,0.2,-2.3,57.7%,3.3,-0.6,Mississippi,mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Oklahoma,9,95.0,Oklahoma,oklahoma,67.0%,6.6,0.6,31.3%,-5.4,0.4,41.1%,-3.1,-0.8,56.9%,2.4,-0.1,64.0%,5.8,0.3,Oklahoma,oklahoma,55.5%,2.8,-0.4,67.0%,6.6,0.6,31.3%,-5.4,0.4,70.1%,8.2,0.3,60.7%,4.2,-0.1,41.1%,-3.1,-0.8,81.5%,12.8,1.2,56.9%,2.4,-0.1,64.0%,5.8,0.3,Oklahoma,oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,False
